DocURL	DocID	SentID	Reste von Hefezopf und Toast , oder Brötchen . Dazu zwischen jede Lage	Match	RC	N2Num	N2Typ	N1Lemma	N1Pl	LE
http://www.utopia.de/gutefragen/fragen/was-ist-faul-an-der-apfelsorte-pink	1bd074e5a425b2521b2c99a0bb5c6f8c0bf2	1517	Wie von der Tarantel gestochen sprang ihre Oma unter dem Zaun durch und fühlte sich sicher ! Ich kam dann auch um mir meinen Karotten - und	Äpfelberg	abzuholen . Wir wurden alle ganz lieb gefüttert und geschmust und verwöhnt .	Sg	Coll	Apfel	U	1
http://www.yellopet.de/pferde-beitrag-25581.htm	54ec42278e3ca620907616b93ed821b5aaa7	26	sage ich , die Mädchen hätten sich so schalkhaft lächelnd angesehen , wie es wohl zu geschehen pflegt , wenn ich mich ermutige , zu zeigen , daß ich mich auch wohl auf den leichten Weltton verstehe und mit Damen umzugehen weiß . Aber da führt mich der Satan in den verwünschten	Äpfelkorb	, und nun muß ich in der Einsamkeit meinen Sanitätsknaster - " Hier wurde der Student Anselmus in seinem Selbstgespräche durch ein sonderbares Rieseln und Rascheln unterbrochen , das sich dicht neben ihm im Grase erhob , bald aber in die Zweige und Blätter des Holunderbaums hinaufglitt , der sich über seinem Haupte wölbte . Bald war es , als schüttle der Abendwind die Blätter , bald , als kosten Vögelein in den Zweigen , die kleinen Fittige im mutwilligen Hin - und Herflattern rührend .	Sg	?	Apfel	U	1
http://www.dichterstaette-sarah-kirsch-online.de/leben.htm	c674047fa17b2097d03f0334bb1f69a36f47	171	Eigentlich waren die verboten , weil die Bäume ... nur meinem Großvater gehörten . Aber mit	Äpfelbergen	bin ich zu Bett gegangen , hab gelesen und die Äpfel gefressen , und das war das Schönste auf der Welt . Sarah Kirsch kennt den Künstler Siegfried Klapper aus den 70er Jahren , als sie aus dem " Ländchen " für einige Tage gen Frankreich fahren durfte und sich schnurstracks in den Süden begab .	Pl	Coll	Apfel	U	1
http://www.monschau-marathon.de/service/gaestebuch/14	8ba2d536f1073be968200788836b95bb8c94	50	Gefällt mir nicht mehr . So blüht der Apfelbaum 09.05.2011 - 10:39 Uhr auf Bilder-Blogger Mehr	Äpfelfotos	gibt es unter dem Stichwort Apfel - und natürlich freue ich mich , wenn du das Foto kommentierst ... Danke schön ! Der Apfelbaum : Apple Produkte von 1976 bis 2011 19.07.2011 - 16:39 Uhr auf iPad News und Gerüchte In den letzten ( mittlerweile ) 35 Jahre hat Apple so zahlreiche Gerätschaften auf den Markt gebracht .	Pl	Ind	Apfel	U	1
http://www.rpg-studio.de/forum/board2-rpg-studio-de-skripte-ressourcen-tutorials/board420-studio-workshops/board201-schul-archiv/28567-anwendung-von-variabeln-conditions-miniquest-apfelbaum	f080653e37d8e5a0e4ca726ef664439c7918	83	Schaut gut aus , aber sind halt auch nur einfache Grundlagen . Ich finde , dafür sollte man nicht immer ein eigenes Tutorial machen , dafür gibts ja schon den Grundkurs =) Die andere Methode um das zu machen wäre , bei den Äpfelevents nur einen Apfel zum Inventar hinzuzufügen und den Self Switch zu aktivieren und dann beim Bauern eine Variable auf die	Äpfelanzahl	im Inventar zu setzen . PS : Warum ist die Tür da grün ?	Sg	Coll	Apfel	U	1
http://forum.kochen-und-geniessen.de/koch-club-f1/pfannkuchen-crepes-und-omelett-sammlung-suess-pika-t9368-s45.html	8b122c1701fbce88710ef2bd8fbce0cc71b8	117	Die Schale des Granatapfels vom Kelch bis zum Stielansatz mehrmals einritzen . Frucht auseinanderbrechen . Die Enden nach außen biegen , dabei fallen die Kerne heraus 3.	Äpfelstücke	und Granatapfelkerne in heißem Keimöl andünsten . Mit Zucker und Zimt bestreuen und mit Calvados oder Apfelsaft ablöschen .	Pl	Ind	Apfel	U	1
http://www.globus-koeln.de/de/bewusst-leben/bewusst-geniessen/grapefruit.htm	033acf3b674763ba013d33f33c0169fd17e2	205	Er entblößte sein Haupt , sah in ihre milden Augen , und alles ringsum war voller Glanz und Rosen , die sich immer duftender ausbreiteten . Da drang auch ein lieblicher	Äpfelduft	zu ihm ; ein blühender Apfelbaum streckte seine Zweige über ihn hin , es war der Baum , den er mit Molly einst als kleinen Kern gepflanzt hatte . Und der Baum streute seine duftenden Blüten auf seine heiße Stirn nieder und kühlte sie ; sie fielen auf seine verschmachtenden Lippen und taten ihm wohl wie stärkender Wein und Brot , sie fielen auf seine Brust , und er fühlte sich so leicht , so wohlig wie zum schlummern .	Sg	Ind	Apfel	U	1
http://www.gulp.de/kb/lwo/vertrag/umfrage_projektvertrag.html	45a1d83cec6dc38271dfb26eb1701306f168	89	Bei den Sätzen , die gezahlt werden , ist Warten nicht angeagt ! Der Obsthändler , bei dem mehrere potenzielle Kunden nach	Äpfelkisten	fragen , wird auch nicht Warten , bis der Kunde vielleicht mal wieder kommt - er wird an einen anderen verkaufen , denn die Ware ist sehr verderblich . Die Ware Arbeitskraft des Selbständigen ist sogar noch viel verderblicher : 1 Tag ohne Aktivität ist bereits am nächsten Tag verdorben , da unwiederbringlich weg .	Pl	Ind	Apfel	U	1
http://www.kochmix.de/rezept-aalspiess-mit-salbei-23888-2.html	3f2f39037eaa87ea134726b20a19126e9fae	21	Bratäpfel aus dem Ofen oder Microwelle Bratäpfel werden gerne mit Romantik , Märchen , Schneetreiben und Winterzauber in Verbindung gebracht - und auf der anderen Seite umso seltener zubereitet . Der Grund : Die meisten	Äpfelliebhaber	glauben , für einen Bratapfel bedarf es eines echten Ofens . Thema 41475 mal gelesen | 30.10.2007 | weiter lesen Koch Tipps Richtig Blanchieren Einfrieren Flambieren Dampfgaren weitere Kochtipps Kochrezepte Gebackene Zucch ...	Pl	Ind	Apfel	U	1
http://aargb.blogsport.de/do-it-yourself/13-rechtsextreme-wahlplakate	aa60fedb40e48165de4cb16c238ff88893c5	34	Habe auch den " Gummieffekt " bei den Gebäuden , bedingt duch Möbel - bzw. Geschirrmangel . Immerhin hab ich jetzt kapiert wie man die importierten	Äpfelkörbe	auch den Silos zuteilt . Das die nicht schimmlig geworden sind in den Lägern , wundert mich schon :-) Das hilft zumindest die Nahrungsknappheit in den von der Landwirtschaft entfernten Siedlungen zu entspannen .	Pl	?	Apfel	U	1
http://www.sweetrabbits.de/f101/beitrag-14329.html	730b09fe1a931d86ad23fb6b236c4c414f9c	5	Äpfel schälen oder nicht ?! Nutzer : Flo 81 Status : Minihase Post schicken Registriert seit : 21.10.2008 Anzahl Nachrichten : 8 geschrieben am : 02.12.2008 um 07:31 Uhr IP : gespeichert Wie ist das eigentlich mit den	Äpfelschalen	, dürfen die Ninis sie essen oder nicht . In jedem Ratgeber steht etwas anderes .	Pl	Ind	Apfel	U	1
http://www.nordwestreisemagazin.de/piloto/cresses-valle-gran-rey.htm	39dff6917fe40e4c4c01765c76fd6215b137	8	An einem kleinem Flüsschen wandern wir bis sich der Wald öffnet . Viele Kastanien und	Äpfelbäumen	sind zu sehen . Es handelt sich um sehr süss schmeckende Äpfel .	Pl	Ind	Apfel	U	1
http://www.lovelybooks.de/autor/Evelyn-Sanders	044926b50e41064aa3a75fb614aa6ce1f83b	2	Seit der Sintflut belegt . Und Überhaupt wurde von Euch noch jeder Vertrag gebrochen ( Indianer eure Gastgeber ) Zeugen ( Sie wurden befragt ) Und weiter zur	Äpfelkiste	die ihr uns Anbietet ( leider befindet Sich darin mehre Verfaulte Apfel ) alles hin : Die Firma Monsanta die bereits ^Agend Orange ( Vietnam ) hergestellt hat / / nur zum Beispiel Eure Eierkocher heeheh Hm Hochmut kommt vor den Fall !!! Militärisch hab s ja keinen Gegner mehr ( wer weis ) nicht Da Und Überhaupt Wissen wir was läuft - aber wir haben die Schnauze voll - fresst euer Kraffel ( Zeug ) selbst !!!	Sg	?	Apfel	U	1
http://hog-jarek.de/html/body_sprache.html	e1c0227b3f638e43fca8f86aaeae6ae847d2	122	Bei denen ist " Matthä " am Letzten ! ( Die haben nichts mehr ! ) Aus ' m Äpplkerbche falle . Aus dem	Äpfelkörbchen	fallen . ( Die Gunst verlieren . ) Sich ins Äpplkerbche lache . Sich ins Äpfelkörbchen lachen .	Sg	Ind	Apfel	U	1
http://www.staedtebauen.de/extern/c3forum_archiv/bbsmsg004.html	bcb06c42982e58d5b892f9c496b9b7505bd9	67	Aber ich habe auch zwei Anregungen : - ich fande die Zugläufer für 4:00 am Anfang viel zu schnell ! - die Verpflegung im Ziel war ziemlich dürftig ( nur noch Bananen , kein	Äpfelnachschub	) - da haben andere Marathons schon mehr zu bieten ! Es wäre toll , wenn Ihr hier was verbessern könntet .	Sg	Ind	Apfel	U	1
http://www.neuenhofer.de/guenter/himachal/spiti1.html	c8ae0a841164d1781e6433952bdeaade657e	27	Fahrt von dort über Shimla , den Jalori-Pass ( 3220 m) nach Shoja , eine mörderische Fahrt von 14 - 24 Uhr . Übernachtung im Banjara Retreat Einige wenige LKW 's mit	Äpfelsäcken	aus dem Kullu-Tal begegnen uns auf der schmalen , unbefestigten Straße . Abseits der Dörfer schlängelt sich die Straße höher und höher .	Pl	Ind	Apfel	U	1
http://www.esof.de/13101.html	8cd5c4213a70fc4d29f26b89cb5ddbc4af7f	227	Das Produkt , der Anheber ist aber recht brauchbar , sowas mache ich selber aber mit einem Löffelstiel , wenn es richtig gemacht wird , dann strömt auch Luft ein , zur Not kann auch in den Blechdeckel mit einem spitzen Gegenstand eingestochen werden . Absatzquelle Am 15.1.2009 hörte ich auf Radio China zwischen 17 und 18 Uhr eine Reportage aus China über	Äpfelanbauer	. Die bedienen sich auch des Internets , um für ihre geernteten Äpfel neue Absatzquellen zu erschließen .	Pl	Ind	Apfel	U	1
http://www.cuthalionsbogen.de/mitte_des_sommers.html	99b09085b0ab7001a485b7e596ab9649389e	27	Jetzt ist es Elanor , die die Flammen im Herd zu neuem Leben schürt . Sie kennt die besten Rezepte ihrer Mutter , und Jung-Rosie gelingt der legendäre	Äpfelkuchen	mit Rosinen und Nüssen fast so vollkommen wie ihrer Mutter ... aber die Gegenwart seiner Mädchen bedeutet für ihn keinen echten Trost . Sie machen die plötzliche , überwältigende Lücke in seinem Leben nur noch deutlicher spürbar .	Sg	Ind	Apfel	U	1
http://www.ikkspleens.de/no_cache/themen/details/article/fettsucht-wenn-essen-zur-sucht-wird.html	19e0356df5d811978f1e81cb99129fd03d10	17	Und auf der Sommerweide hatten sie auch nur ein paar Bäume , nichts richtiges .. aber als er krank wurde , standen schon wieder ne Woche " unten " , mit Unterstand . Oder ob er " fremdgefüttert " wurde .. gibt ja so viele	Äpfelfütterer	z.Zei t. .!? Der TA hat mir zumindst grünes Licht für die ungefütterte Decke gegeben , die mache auch das winterfell jetzt nicht kaputt .. und einmal die Woche Mash füttern .	Sg	Ind	Apfel	U	1
http://forum.garten-pur.de/Obst-Forum-25/Kraeuselkrankheit-bei-Pfirsiche-3844_300A.htm	b7417926aff4e8d8d0880391cf4b1b5635d6	99	Dass du einen Kern einer grauen Maus ( so nennen sich diese grünhartfleischigen , pelzigen , wenig süssen Pfirsiche ) vom Steinriegel am Weinberg genommen hast , hatte ich ebenfalls nicht angenommen . Pfirsiche sind Dank Selbstfruchtbarkeit näher am Mutterbaum wie z.B.	Äpfelsämlinge	. Wenn man viel Zeit Geduld hat , kann man von gutschmeckenden Sorten durchaus meist anbauwürdige Sämlingsbäume ziehen , habe ich auch gemacht .	Pl	Ind	Apfel	U	1
http://www.gau-odernheim.de/content/03-aktuell/3-1-aktuelles_2009.htm	625404defaa1e36e51f4a8e715ba06040f2e	95	Die geernteten Äpfel wurden nach Westhofen gebracht und dort zu Apfelsaft verarbeitet , der von den Kindern gerne getrunken wird . Alle	Äpfelsammler	, das " junge Gemüse " wie auch die " ältere Generation " , möchten diese Aktion im nächsten Jahr gerne wiederholen , da alle eine riesige Freude bei der Apfelernte hatten . ( gf ) Teilbereich des Wirtschaftsweges am Grillplatz mit neuem Asphaltbelag Schlechter Zustand und " Wasserloch " sind jetzt Vergangenheit Auf Antrag der Naturschutzgruppe Gau-Odernheim e.V. wurde in einer Gemeinderatsitzung der Ausbau bzw. die Reparatur verschiedener Wirtschaftswege ( speziell der Bereich in der Nähe des Grillplatzes und über die Selzbrücke hinweg ) beschlossen .	Pl	Coll	Apfel	U	1
http://www.reinbeker-hobbymosterei.de/html/abfuelltechnik.html	fe6a583aa15c06d654d6f0ab039f30531632	14	Die ist zeitweise nur Kaugummi verrückt was sich aber in Grenzen hält . Achja .	Äpfelreste	und dgl werden natürlich auch nicht verschmät , aber damit kann ich ja noch leben . Danke schon mal für Eure Hilfe und Tips !	Pl	Ind	Apfel	U	1
http://forum.kochen-und-geniessen.de/back-club-f2/kleingebaeck-aller-art-t11749-s105.html	c146901cdc05d65e0b422ec8458649b93c1d	109	Die Äpfel schälen und würfeln . Orangeat fein verhacken , mit	Äpfelwürfeln	, Weinbeeren und Korinthen unter den Teig kneten . Ca. 15 Minuten ruhen lassen .	Pl	Ind	Apfel	U	1
http://www.benjamin-hohlmann.de/obst-von-stefan-fuchs-vom-tullinger	baf0f3037110a6a48bfac7f97663f2de46f2	8	Sie sind leicht rötlich und haben keine Gräten - auch fast keine kleinen Quermuskelgräten 2. Lassen Sie sich vom Verkäufer nach dem Abwiegen der Matjesfilets etwa zwei Esslöffel Öl darüber gießen . ( Das kostet nichts und der Händler ist froh , dass er etwas Öl losgeworden ist . ) Sie haben dann gleich die richtige Menge Öl mit dem richtigen Geschmack 3. Sobald Sie die Apfelwürfel geschnitten haben , mischen Sie diese mit den Gurkenwürfelchen . Dann werden die kleinen	Äpfelwürfelchen	an der Oberfläche nicht gleich unansehnlich braun ! 4. Wenn auf dem Schneidebrett etwas saueres Gurkenwasser beim Schälen und Schneiden der Gurke entstanden ist , geben Sie es ruhig in das Gefäß zu den anderen Stoffen 5. Einmal alles gut mit der Gabel umrühren und durchmischen 6. Lassen Sie das Ganze zugedeckt in einem kleinen Glas - oder Porzellangefäß zwei bis vier Tage im Kühlschrank .	Pl	Ind	Apfel	U	1
http://www.syberberg.de/Syberberg3/Besetzungsliste2/location/location.html	0572a09a5b2f7fb180c1007ec6595272e5ea	57	So sieht echte deutsch-französische Freundschaft auch im Bild aus . Heimlich schmiedeten OB und Madame Pläne für nächsten 30 Jahre	Äpfeltausch	vom " Aalener Friedens-Apfelbaum " auf offener Bühne . Auch die innere Freundschaft ist angewachsen : OB und Kollegin .	Sg	Coll	Apfel	U	1
http://www.politopia.de/sonstiges/7583-iphone-4-sammelthread.html	43b4de17a2cfda60388eacea3963d65ad0d1	53	Es gibt so gute Apps für das iPhone , ich weiß nicht wo ich anfangen soll . 05.09.2011 , 06:54 # 12 ( permalink ) Zitat : Zitat von Erol Taş Leute die sich damit auskennen und sich informiert haben , holen sich einen gescheiten HTC Sensation oder Evo oder die Samsung Galaxy S II in Kombination mit Android Betriebssystem und schon können die abgebissenen	Äpfeljünger	einpacken . 05.09.2011 , 06:57 # 13 ( permalink ) Zitat von Daywalker Das iPhone ist das Maß aller Dinge , an dem sich Android und Konsorten orientieren bzw. es abkupfern und ) Link nur für registrierte Mitglieder sichtbar .	Pl	Ind	Apfel	U	1
http://www.brettspiele-report.de/shaun-das-schaf-das-rennen-der-laemmer	042bf0ef711f7ad6a0a79f321887980e667b	28	Damit sind je nach Teleskopstange selbst die höchsten Pappen zu erwischen . Einige Baumärkte verleihen die auch ( Ihr wollt nur Äste stutzen ) und zumindest in Berlin soll auch eine gewisse linke Partei	Äpfelpflückern	über die Nacht solche Geräte leihen . Im Frühjahr haben manchmal Discounter wie Lidl oder Plus solche Teleskop-Scheren für ca. 8 - 12 Euro im Angebot .	Pl	Ind	Apfel	U	1
http://www.ganz-muenchen.de/freizeit/kalender/10/2010/termine.html	77ebdb2394195529f294e6694f2efafe2467	83	Säurearme Kaffeesorten werden meist weniger gut bezahlt . Abgesehen von den Chlorogensäuren enthält Rohkaffee eine reihe von im Pflanzenreich weit verbreiteten Säuren , wie Zitronen - und	Äpfelsäuren	. Sie werden beim Röstvorgang teilweise abgebaut .	Pl	Ind	Apfel	U	1
http://www.jochenolbrich.homepage.t-online.de/Fischhaeckerle.htm	2cf2b686be8258c634907f85c124cb01cbb1	78	2 Seiten , Comic : " Eigentlich wollt ' ich Blumen kaufen " ist der erste Geschichtenband der Bestsellerautorin Evelyn Sanders und diente schon vielen Lesern als " Einstiegsdroge " für ihre turbulenten Romane . Da geht es um Urlaubspannen und	Äpfelklau	beim Nachbarn , um Benni , den Lehrerschreck , und die Kunst des Haarefärbens , vor allem aber immer wieder ums Schenken - zu Weihnachten , zum Geburtstag und überhaupt . Ein Mitbringsel für jede Gelegenheit !	Sg	Ind	Apfel	U	1
http://www.fruchtportal.de/marktplatz/alle/32	86ec19b74c8ed4ebbfecbe8823fbec9ac59d	18	Hier wird nun ein Künstlerobjekt v. .. 20 Mär '12 uriblank NRW Deutschland	Äpfelverkauf	Zum verkaufen Äpfel Golden Delicious - Kaliber 65 - 75 Preis 0,56 Euro / kg plus Transportkosten und Kaliber 70 - 80 Preis 0,65 Euro / kg plus Transportkosten . Bei größerer Bestellung ist Preis Verhandlungssache .	Sg	Ind	Apfel	U	1
http://forum.kochen-und-geniessen.de/koch-club-f1/eis-spezialitaeten-t10221.html	fa57b4f0092ec2cf7d407290f22860d2cdf5	82	Er muss sie nur unreif vom Baum reißen und ins Kühllager legen . " Durch Direktvermarktung auf Bio-Märkten in Hamburg und Umgebung versucht Brandt verlorene	Äpfelvielfalt	wiederzugewinnen und den Leuten die unterschiedlichsten Aromen wieder schmackhaft zu machen . " Ich habe immer ein Messer dabei und schneide Schnitze " , sagt der Obstbauer .	Sg	Coll	Apfel	U	1
http://www.diesdorfer.de/history.html	57067ff530a86c3c5361714eda5b4677e1f2	120	Du hast ihn unterm Verschluß , Billa ? " " In meiner	Äpfelkammer	. Er ist dem Staatsanwalt da ebenfalls unter den Händen eingeschlafen .	Sg	?	Apfel	U	1
http://forum.kochen-und-geniessen.de/kaffeeklatsch-f6/besondere-kuchenbrote-oder-nachtische-t7625-s45.html	e6f5f7a7eba561dc9f51b329c59478263b76	53	Auch die Apfelmasse wird für die kleinere Form zuviel . Die	Äpfelscheibchen	auch schön dünn schneiden . Ich fand meine noch etwas zu hart weil ich sie nicht ganz so dünn geschnitten habe .	Pl	Ind	Apfel	U	1
http://www.muenchen-flughafentransfer.de/die%20wies%27%20kirche%20bei%20steingaden.htm	701e69894d36567ebfb9e10308ffdd812355	109	Nein , das ist kein gemütlicher Schwatz am Brunnen - lesen Sie mal nach in Johannes 4 , 11 - das ist die Geschichte mit der Samariterin . " Hab ' ich dich endlich erwischt , du	Äpfeldieb	" würde sicherlich unser Nachbarsbub das Bild erklären , denn dem ist es voriges Jahr so gegangen . Aber es ist die Geschichte aus Lukas 19 , 1 - Zachäus ist vor dem Gedränge der Menschen auf einen Baum gestiegen , um den Herrn sehen zu können .	Sg	Ind	Apfel	U	1
http://www.rainersche-post.de/kultuur_popp/gegen-die-anschwellende-popifizierung.php	699c798eb0260dbb69dd0abab905d2f14afd	65	wirklich keine Ausnahmen ? Meine Tochter und meine Frau sind von '67 + '66. Beide haben ' mal gerade ein Handy und einen PC und nicht die ganze	Äpfelscheisse	, fahren Fahrrad und sind keine Konsumterroristen und finden das Pipimädchen aus Hannover und Onkel Dirk unterirdisch . Wenn wir uns das nächste Bier teilen , werden wir eine Ausnahmeregelung besprechen müssen !	Sg	Ind	Apfel	U	1
http://www.vogel-portal.de/forum/archive/index.php?t-2251.html	0a522fc20280df0c9d529614a8f64c92bfdb	20	Eiweiß dazugeben , Mandeln und Speißestärke unterheben . Kuchen aus dem Ofen nehmen , Masse auf den Boden geben und	Äpfelachtel	hineindrücken . Backzeit : 180 ° C , 55 min. , untere Schiene .	Pl	Ind	Apfel	U	1
http://foren.waffen-online.de/lofiversion/index.php/t335068.html	3ea9892fb2115f5cc4ad3995991fb510e0b3	97	In der Praxis gibt es gegen mehrere Angreifer kein mildes , und dennoch halbwegs brauchbar wirksames Mittel . Und selbstverständlich reden wir nicht von einem	Äpfelklauer	! Ich bin kein Jurist , aber daß ein Staatsanwalt je eine Anklage in so einem Fall zurückgezogen hätte , habe zumindest ich noch nicht gehört .	Sg	Ind	Apfel	U	1
http://www.rpg-studio.de/forum/board2-rpg-studio-de-skripte-ressourcen-tutorials/board420-studio-workshops/board201-schul-archiv/28567-anwendung-von-variabeln-conditions-miniquest-apfelbaum	f080653e37d8e5a0e4ca726ef664439c7918	83	Schaut gut aus , aber sind halt auch nur einfache Grundlagen . Ich finde , dafür sollte man nicht immer ein eigenes Tutorial machen , dafür gibts ja schon den Grundkurs =) Die andere Methode um das zu machen wäre , bei den	Äpfelevents	nur einen Apfel zum Inventar hinzuzufügen und den Self Switch zu aktivieren und dann beim Bauern eine Variable auf die Äpfelanzahl im Inventar zu setzen . PS : Warum ist die Tür da grün ?	Pl	Ind	Apfel	U	1
http://www.aeppelsche-homepage.de/rezepte_november5.htm	78dcde2623c56626e040c552c7634d6a974c	34	Zu den Kaninchenkeulen geben .	Äpfelscheiben	in der Sauce aufkochen lassen und sofort servieren . Tip : Die Kaninchenkeulen vor dem Servieren mit 3 cl Calvados übergießen und flambieren .	Pl	Ind	Apfel	U	1
http://www.lebensmittel-online-einkaufen.de/obst-gemuese/gesunde_aepfel.html	ea4e6bf11789f7c50fc43ba914f6f70bda42	30	Apfelrisotto eignet sich als ideale Beilage für Wildgerichte . Eine Apfel-Meerrettich Soße gehört fast schon zu den Klassikern unter den	Äpfelrezepten	und passt besonders zu Rindfleisch . Ein guter Apfel gehört nicht nur zu den gesündesten Nahrungsmitteln sondern auch zu den günstigsten .	Pl	Ind	Apfel	U	1
http://forum.kochen-und-geniessen.de/back-club-f2/apfelkuchen-t3775-s45.html	031c2e5b1c96d268093537d71fc2290cc525	52	In Würfel schneiden .	Äpfelwürfel	mit der Hälfte des Rums tränken . Den Backofen auf 180 ° C ( Umluft : 160 ° C ) vorheizen .	Pl	Ind	Apfel	U	1
http://seniorenstadt.de/diskussion/archiv4/a642.html	a2d9c1cca19a03c5f562d23c41ff9e5918b8	3	Weihnachten backen , davor Schlachten , Einmachen . Esszimmer mit dem Rubens Wohnzimmer , die Bücher , Weihnachten dahinter im Damenzimmer Büro des Vaters , mit der Peitsche der Boden mit der Räucherkammer im die Ecke und	Äpfellager	wo die Schinken herkamen mit den Maden im Sommer in der Suppe . Der Hof mit Scheune und Kuhstall für die Höhlen und das Klettern die Küche zu den Schweineställen für die heißen Kartoffeln , der Pferdestall mit den Schwalben und Katzen und Futterkrippen Der Kornboden mit der Stiege Der Taubenschlag mit Sattler Schrader für die letzten Koffer Hühnerstall mit der Angst vor dem Wiesel , wo die russ .	Sg	Coll	Apfel	U	1
http://www.hs-westendorf.tsn.at/archiv/texte/01-04.htm	9540311aa091a37d45dd9554acde6f4c575d	203	Die Verlegung auf diesen Termin aus Witterungsgründen hat sich also sehr gelohnt . Im Jahr 1999 mussten in Tirol 1100 Birn - und 540	Äpfelbäume	gerodet und verbrannt werden . Im Jahr 2000 waren es bereits doppelt so viel !	Pl	Ind	Apfel	U	1
http://forumtreff.pytalhost.de/viewtopic.php?f=41%26t=105	631e359d7e6ba5dfec100176b92fe0555f3a	125	Für Minna Den Spatzen macht es gar nichts aus , zu sitzen auf dem Pferdehauf . Sie tschilpen laut , sie tschilpen frech ... schon kommt Marie mit dem Kehrblech und fegt das	Äpfelwunder	wech . Die Vögel gucken ganz verdutzt ; Marie hat alles weg geputzt ...	Sg	Ind	Apfel	U	1
http://literaturlexikon.uni-saarland.de/index.php?id=3563	166b7c77c20554f0a91112f05cc8ab299c19	13	Sein Vorstellungstermin scheitert aber wegen eines unerfreulichen Vorfalls mit dem Türknauf des Archivarius . Der verwandelt sich in die Fratze des	Äpfelweibes	und die Klingelschnur " zur weißen durchsichtigen Riesenschlange " , die ihn würgt , bis er ohnmächtig zu Boden geht ( 244 ) . Nach den Schilderungen dieses Vorfalls halten die beiden Freunde ihn " nun in der Tat für seelenkrank " .	Sg	Ind	Apfel	U	1
http://www.guendisch.de/deutsch/karin/leseproben.htm	f501bdc38b30897a46aba569608f5f222833	46	Es hängt also von der Jahreszeit ab ob es sinnvoller ist deutsche oder übersee Äpfel zu kaufen , genau wie fast alles Obst und Gemüse . Mein Tipp :	Äpfelsorte	saisonal wechseln ( aktuell empfehle ich Topas , süß-sauer und jetzt erst lecker weil er als Lagerapfel liegen muss ) , und im Frühling und Sommer mal zum Beerenobst oder anderem wechseln . Saisonal einkaufen ist zwar mit etwas Forschungsaufwand verbunden , aber zumindest bei uns am Stand ist " mein " Biobauer immer bereit ausführlich zu erklären was gerade geht ud was eher nicht .	Sg	Ind	Apfel	U	1
http://15658.homepagemodules.de/t8928f9-Pony-frisst-Pferdeaepfel.html	14acc1f305cc1917796ab95b2df421874933	1	dem meinigen eingedrückt . HE Friedländer hat mir eine neue piece 29 des Koelbele communicirt . Ich bitte wenn etwas neues durch dergleichen 30 Canäle an mich gelangen kan mich daran Theil nehmen zu 31 lassen Ich bin in der aufrichtigsten Gesinnung 32 Ihr 33 treuer Freund u. Diener 34 Koenigsberg I. Kant 35 d. 27 Sept : 1770 . [ Seite 101 ] [ Seite 103 ] [ Inhaltsverzeichnis ] Das Reiterhippodrom Suche Login Registrieren Landkarte Pony frisst Pferdeäpfel # 1 Pony frisst Pferdeäpfel Warum ? Das Pony , 7 oder 8 , steht seit Ende letzten Jahres im Aktivstall und hat vom 1. Tag an die	Äpfelhaufen	der anderen Pferde angefressen . Erst nur hin und wieder , aber dann mit steigender Begeisterung .	Pl	Coll	Apfel	U	1
http://www.igfsek2.de/nahrung/kaffee.htm	fd3addccd087726761174e641d7347483188	159	Die Schote und das Vanillemark mit der Milch , der Sahne und dem Vanillezucker aufkochen 4. Den Topf vom Herd nehmen und die Mischung zugedeckt bei Zimmertemperatur abkühlen lassen 5. Die Vanilleschote entfernen und die Vanille-Sahne-Milch mit den geriebenen Äpfeln mischen . Zubereitung im Eis-Profi 6. Die	Äpfelmasse	zugedeckt 1 Stunde im Kühlschrank oder 20 Minuten im Gefriergerät vorkühlen 7. Die Eismasse in den gekühlten Behälter der Eismaschine füllen und 20 - 30 Minuten gefrieren lassen 8. Die getrockneten Äpfel würfeln , zusammen mit dem Calvados unter die Eismasse mischen und weitere 10 - 15 Minuten gefrieren lassen . Das Eis eventuell einige Minuten bei ausgeschaltetem Rührwerk nachfrieren lassen .	Sg	Ind	Apfel	U	1
http://hessenchecker.de/newsterm.html	f813641ad3ba790bfcf6276d69ae154a6cbc	106	Wer diesen Titel erhält , darf zudem ein Jahr lang kostenfrei im Stadtschreiberhäuschen " An der Oberpforte 4 " wohnen . September 2010 Stöffchefest Immer im September veranstaltet die Vereinigung der Äpfelweinwirte Frankfurt am Main und Umgebung e.V. zum Tag des Frankfurter	Äpfelweins	das Stöffchefest auf den Römerberg . Die Frankfurter Wirte und Keltereien laden alle Stöffchefans ein und machen den Römerberg zur größten Äpfelweinwirtschaft der Stadt .	Sg	Ind	Apfel	U	1
